SU,28-Dec-99,, 
0,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000
2, 41034.160, 10328.170, 503.174, (  36)
2, 41024.810, 10334.650, 503.092, (  37)
2, 41017.510, 10340.950, 503.121, (  38)
2, 41013.290, 10344.930, 503.010, (  39)
2, 41010.840, 10350.290, 503.023, (  40)
2, 41010.550, 10355.540, 502.997, (  41)
2, 41011.850, 10360.230, 502.961, (  42)
2, 41014.750, 10364.810, 503.120, (  43)
2, 41019.990, 10370.460, 503.167, (  44)
2, 41027.430, 10377.270, 503.253, (  45)
2, 41036.930, 10384.420, 503.228, (  46)
2, 41047.930, 10391.650, 503.095, (  47)
2, 41056.490, 10395.790, 502.988, (  48)
2, 41065.610, 10398.670, 503.035, (  49)
2, 41076.260, 10400.780, 503.119, (  50)
2, 41091.330, 10402.750, 503.106, (  51)
2, 41105.200, 10403.840, 503.223, (  52)
2, 41119.020, 10404.580, 503.254, (  53)
2, 41132.850, 10405.080, 503.025, (  54)
2, 41146.250, 10405.510, 502.912, (  55)
2, 41159.150, 10406.300, 503.185, (  56)
2, 41173.540, 10406.740, 503.123, (  57)
2, 41187.250, 10406.440, 502.975, (  58)
2, 41201.480, 10405.810, 502.888, (  59)
2, 41215.600, 10405.120, 502.873, (  60)
2, 41230.020, 10404.880, 503.003, (  61)
2, 41239.250, 10404.140, 503.069, (  62)
2, 41251.150, 10401.940, 503.114, (  63)
2, 41257.320, 10400.520, 503.168, (  64)
2, 41270.040, 10395.240, 503.233, (  65)
2, 41280.590, 10390.430, 503.266, (  66)
2, 41286.230, 10387.460, 503.276, (  67)
2, 41290.690, 10384.250, 503.263, (  68)
2, 41297.090, 10378.840, 503.262, (  69)
2, 41304.820, 10374.770, 503.195, (  70)
2, 41312.690, 10371.090, 503.200, (  71)
2, 41321.420, 10368.030, 503.206, (  72)
2, 41328.150, 10365.640, 503.177, (  73)
2, 41339.980, 10364.110, 503.053, (  74)
2, 41353.010, 10362.130, 502.956, (  75)
2, 41366.190, 10360.110, 502.995, (  76)
2, 41379.140, 10358.420, 503.019, (  77)
2, 41392.440, 10356.590, 503.039, (  78)
2, 41405.200, 10353.400, 503.055, (  79)
2, 41413.440, 10349.620, 503.037, (  80)
2, 41422.470, 10343.800, 502.976, (  81)
2, 41432.870, 10335.350, 502.861, (  82)
2, 41440.660, 10327.250, 502.910, (  83)
2, 41449.130, 10317.950, 503.080, (  84)
2, 41457.230, 10309.970, 503.055, (  85)
2, 41464.750, 10300.700, 503.144, (  86)
2, 41468.990, 10293.960, 503.089, (  87)
2, 41470.620, 10286.880, 503.150, (  88)
2, 41470.280, 10281.800, 503.236, (  89)
2, 41465.750, 10273.810, 503.260, (  90)
2, 41457.800, 10267.270, 503.247, (  91)
2, 41450.410, 10261.950, 503.118, (  92)
2, 41440.430, 10256.910, 503.024, (  93)
2, 41429.500, 10254.210, 502.787, (  94)
2, 41414.920, 10249.720, 503.258, (  95)
2, 41421.580, 10249.510, 502.973, (  96)
2, 41431.380, 10250.470, 502.889, (  97)
2, 41439.510, 10251.940, 502.978, (  98)
2, 41449.610, 10257.080, 503.182, (  99)
2, 41457.020, 10261.850, 503.410, ( 100)
2, 41464.980, 10266.400, 503.473, ( 101)
2, 41470.420, 10271.660, 503.528, ( 102)
2, 41474.390, 10277.680, 503.399, ( 103)
2, 41476.570, 10283.110, 503.419, ( 104)
2, 41476.180, 10291.420, 503.347, ( 105)
2, 41473.270, 10299.520, 503.307, ( 106)
2, 41467.030, 10308.630, 503.240, ( 107)
2, 41459.190, 10317.070, 503.116, ( 108)
2, 41450.420, 10326.250, 503.066, ( 109)
2, 41441.190, 10335.830, 503.031, ( 110)
2, 41430.900, 10346.060, 502.978, ( 111)
2, 41418.290, 10354.960, 503.080, ( 112)
2, 41408.180, 10358.970, 503.156, ( 113)
2, 41394.680, 10361.320, 503.119, ( 114)
2, 41381.280, 10363.430, 503.098, ( 115)
2, 41366.320, 10365.990, 503.024, ( 116)
2, 41352.830, 10367.910, 503.041, ( 117)
2, 41340.700, 10369.300, 503.173, ( 118)
2, 41331.390, 10370.640, 503.218, ( 119)
2, 41323.750, 10372.660, 503.295, ( 120)
2, 41312.230, 10377.660, 503.237, ( 121)
2, 41301.680, 10383.400, 503.311, ( 122)
2, 41291.710, 10389.920, 503.419, ( 123)
2, 41282.270, 10395.600, 503.303, ( 124)
2, 41271.350, 10400.360, 503.304, ( 125)
2, 41266.120, 10402.400, 503.214, ( 126)
2, 41256.030, 10406.820, 503.122, ( 127)
2, 41244.520, 10408.980, 503.078, ( 128)
2, 41230.280, 10410.710, 503.226, ( 129)
2, 41219.350, 10409.610, 503.113, ( 130)
2, 41207.350, 10409.590, 503.044, ( 131)
2, 41194.390, 10409.850, 503.086, ( 132)
2, 41183.050, 10410.270, 503.168, ( 133)
2, 41171.240, 10410.010, 503.440, ( 134)
2, 41159.050, 10410.170, 503.361, ( 135)
2, 41146.650, 10409.820, 503.145, ( 136)
2, 41135.960, 10409.610, 503.155, ( 137)
2, 41124.880, 10410.110, 503.411, ( 138)
2, 41111.330, 10409.600, 503.253, ( 139)
2, 41097.760, 10409.140, 503.279, ( 140)
2, 41086.560, 10408.360, 503.255, ( 141)
2, 41074.320, 10406.200, 503.256, ( 142)
2, 41063.390, 10403.340, 503.151, ( 143)
2, 41054.390, 10400.010, 502.979, ( 144)
2, 41045.840, 10395.980, 503.105, ( 145)
2, 41034.970, 10389.500, 503.229, ( 146)
2, 41027.530, 10384.210, 503.314, ( 147)
2, 41019.920, 10378.490, 503.340, ( 148)
2, 41014.150, 10372.950, 503.318, ( 149)
2, 41009.820, 10367.210, 503.350, ( 150)
2, 41006.270, 10361.010, 503.457, ( 151)
2, 41004.750, 10356.170, 503.470, ( 152)
2, 41006.190, 10348.840, 503.273, ( 153)
2, 41009.530, 10342.930, 503.168, ( 154)
2, 41015.570, 10335.620, 503.297, ( 155)
2, 41023.490, 10328.300, 503.289, ( 156)
2, 41031.220, 10323.070, 503.286, ( 157)
2, 41039.270, 10318.570, 503.212, ( 158)
2, 41049.980, 10314.460, 502.931, ( 159)
2, 41062.890, 10310.790, 502.820, ( 160)
2, 41075.140, 10308.220, 502.820, ( 161)
2, 41087.170, 10305.580, 502.904, ( 162)
2, 41100.160, 10302.900, 502.853, ( 163)
2, 41112.780, 10300.160, 502.916, ( 164)
2, 41124.300, 10297.850, 502.907, ( 165)
2, 41135.380, 10296.070, 502.920, ( 166)
2, 41148.300, 10294.620, 502.665, ( 167)
2, 41161.600, 10293.200, 502.569, ( 168)
2, 41172.070, 10292.790, 502.713, ( 169)
2, 41183.010, 10292.160, 502.638, ( 170)
2, 41196.650, 10290.290, 502.649, ( 171)
2, 41209.940, 10288.860, 502.902, ( 172)
